Multilingual,lg family,family code ,Language (group),alternate lg (group),language code,Language (based on native name),dialect code,ISO 3 Letter country code,OfficialVillageName,MajorCity,PopulationNumber,village (RB),village (DNAFLA),village (SIL),village (map),Transcribed Village Name,N Lat,W Lon,NFr,WFr,Nmn60,Wmn60,NMinFr,WMinFr,Ndg,Wdg,N Lat_2,W Lon_2,N SIL,W SIL,N Lat source,WLon source,N Lat map,WLon map,N Lat us,W Long us,sourceOfCoordinates,name of map,lg comment,industries,weekly market,surnames,social info,Image,ImageDescription,Audio,AudioTranscription,Video,VideoTranscription
,Dogon,,Toro So,,dts,,,MLI,Neni,,,,,,Néni,nɛ̀ní,14.459,-3.272,0.974,0.556,27.0,16.0,27.974,16.556,14,03,14 27.974,03 16.556,,,,,,,14 27.974,03 16.556,Dogon project,Bandiagara,,,,,village in several sections on lower slope of mountain; campement and a few other houses at base; surname Kodio (as at Ibi),,,,,,
,Dogon,,Toro So,,dts,,,MLI,Ourou,,,,,,Ourou,uru,14.374,-3.357,0.818,0.75,22.0,21.0,22.818,21.750,14,03,14 22.818,03 21.750,,,,,,,14 22.818,03 21.750,Dogon project,Bandiagara,,,,,village on rocky lower slope of cliff; surname Poudiougo,,,,,,
,Dogon,,Toro So,,dts,,,MLI,Pigue,,,,,,Pigué,pígé,13.851,-3.121,0.186,0.448,51.0,7.0,51.186,07.448,13,03,13 51.186,03 07.448,,,,,,,13 51.186,03 07.448,Dogon project,Tougan,"majority Toro So (Douyon surname), plus some Togo Kan, Tengou Kan, Guiwri Kan, Woru Kan, Gourou",,,,"village in plains; small gravelly area nearby; surnames Douyon (majority), Djimde, Sagara, Togo, Guindo, Poudiogo, Kadiaga (sɛgɛm caste)",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Sono-Poro-Sere,,,,,,,sò:nò-pɔ̀rⁿɔ́-sɛ̀:rɛ̀,14.272,-3.252,0.633,0.253,16.0,15.0,16.633,15.253,14,03,14 16.633,03 15.253,,,,,,,14 16.633,03 15.253,Dogon project,Bandiagara (not shown),,,,,"village in transition between dunes and regular sandy plain, originally settled from Tirelli on the cliffs; surname Saye; farming and herding",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Tirelli,,,,,,Tirelli,ter,14.376,-1.339,0.939,0.63,22.0,20.0,22.939,20.630,14,01,14 22.939,01 20.630,,,,,,,14 22.939,01 20.630,Dogon project,Bandiagara,,,,,"village in rocky lower slopes, in six sections; surname Saye (like Pegue); home of an active troupe of Tenge-Tanga masked stilt dancers",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Tuégou,,,,,,Tiyogou,tɛ́:gì (at Yendouma),14.533,-3.266,,,32.0,16.0,32,16,14,03,14 32,03 16,,,,,14 32,03 16,,,map,Bandiagara,,,,,"village associtef with Yendouma, but well-separated, on hill; surname Sangara [saŋgara]",,,,,,
,Dogon,,Toro So,,dts,,,MLI,Yaye,,,,,,Yayé,yaye,14.421,-3.318,0.511,0.196,25.0,19.0,25.511,19.196,14,03,14 25.511,03 19.196,,,,,,,14 25.511,03 19.196,Dogon project,Bandiagara,,,,,village among boulders at base of cliff; surname Tagadiou [tagaju],,,,,,
,Dogon,,Toro So,,dts,,,MLI,Yene,,,,,,,yɛ́nɛ̀,14.35,-3.376,0.003,0.996,21.0,22.0,21.003,22.996,14,03,14 21.003,03 22.996,,,,,,,14 21.003,03 22.996,Dogon project,Bandiagara (not shown),,,,,village on lower slope and base of cliffs; surname Togo; gardens,,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Daga,,,,,,,"dà:gá (TT Dogon), tile (Fulfulde)",15.009,-2.324,0.996,0.821,,19.0,00.996,19.821,15,02,15 00.996,02 19.821,,,,,,,15 00.996,02 19.821,Dogon project,Bambara Maoudé,mixed Dogon (Toro Tegu) and Fulfulde,,,Tamboura,recently settled village in otherwise uninhabited plains east of Sarinyere mountain; populated by various Dogon from Sarinyere mountain villages (various surnames) and by Fulbe-Rimaibe (surname Tamboura),,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Dyamaga,,,,,,Dyamaga,zàmúkà,15.019,-2.117,0.331,0.053,1.0,7.0,01.331,07.053,15,02,15 01.331,02 07.053,,,,,,,15 01.331,02 07.053,Dogon project,Bambara Maoudé,,,,"Yornoba, Pousey, Yariba",village in three slightly separated quarters at western base of Sarinyere mountain,,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Goylel (Dogon),,,,,,,goylel,15.319,-1.923,0.288,0.646,19.0,55.0,19.288,55.646,15,01,15 19.288,01 55.646,,,,,,,15 19.288,01 55.646,Dogon project,Hombori (not shown),,,,"surnames Guindo, Sakouba, Yerba, Zoriba; ","minority Dogon section of Fulbe-Rimaibe village, on lower slope of low hill ridge near sandy plains; remnant of Dogon expelled by French from Mt Tabi area circa 1920; previously at nearby abandoned villages of Koykoira and Toupere (named after Toupere village at Tabi); farming and herding",,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Koyo (at Sarinyere),,,,,,Koyo,kòyó,15.039,-2.406,0.574,0.683,2.0,24.0,02.574,24.683,15,02,15 02.574,02 24.683,,,,,,,15 02.574,02 24.683,Dogon project,Bambara Maoudé,,,,; surname Tengo,"village at northern base of Sarinyere mountain, formerly on summit",,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Koyo Imla,,,,,,Koyo Imla,íwrà,15.066,-2.2,,,4.0,12.0,04,12,15,02,15 04,02 12,,,,,15 04,02 12,,,map,Bambara Maoudé,,,,,village on summit of mountain next to Boni,,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Loro,,,,,,Loro,lógúró,15.083,-2.166,,,5.0,10.0,05,10,15,02,15 05,02 10,,,,,15 05,02 10,,,map,Bambara Maoudé,,,,,village on rocky shelf between two peaks of mountain next to Boni; said to be the oldest Toro Tegu speaking village,,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Nemguene,,,,Nemguéné,,Nemguene,nɛ́m-gèrⁿé,15.008,-2.408,0.807,0.818,,24.0,00.807,24.818,15,02,15 00.807,02 24.818,,,,,15 01,02 25,15 00.807,02 24.818,Dogon project,Bambara Maoudé,,,,"; surnames Tengou, Souraba",village at eastern base of Sarinyere mountain; formerly on summit,,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Piringa,,,,,,Piringa,pìrìŋá,15.104,-2.142,0.434,0.941,6.0,8.0,06.434,08.941,15,02,15 06.434,02 08.941,,,,,,,15 06.434,02 08.941,Dogon project,Bambara Maoudé,,,,"; surnames Pousey, Poroba","village at northern base of mountain at Boni, next to highway; formerly on summit",,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Tabi,,,,,,Tabi,tá,15.023,-2.05,0.712,0.003,1.0,3.0,01.712,03.003,15,02,15 01.712,02 03.003,,,,,15 01.5,02 03,15 01.712,02 03.003,Dogon project,Bambara Maoudé,,,,"surnames Poni, Yariba, Gonoum, Gonibadi",village at northern base of Tabi mountain; originally on summit of main peak of the mountain,,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Tandi,,,,,,Tandi,tálí,15.004,-2.439,0.441,0.623,,26.0,00.441,26.623,15,02,15 00.441,02 26.623,,,,,15 00.5,02 26,15 00.441,02 26.623,Dogon project,Bambara Maoudé,,,,"; surnames Seiba, Yarba, Nasi","village at southern base of Sarinyere mountain, in plain but with some large boulders; original village on slope of mountain",,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Tega,,,,,,Tega,té:gá,14.992,-2.068,0.901,0.144,59.0,4.0,59.901,04.144,14,02,14 59.901,02 04.144,,,,,,,14 59.901,02 04.144,Dogon project,Douentza,,,,; surname Pangasoro,village at southern base of Tabi mountain; formerly part of Toupere village on side of mountain,,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Toupere,,,,,,Toupéré,tùpɛ̀rɛ́,15.003,-2.084,0.316,0.1,,5.0,00.316,05.100,15,02,15 00.316,02 05.100,,,,,15 00.5,02 05,15 00.316,02 05.100,Dogon project,Bambara Maoudé,,,,"surnames Yamne, Koreiba, Yarba; ",village at southwestern base of Tabi mountain; formerly on side of mountain (later split into Toupere and Tega at base); blacksmith (Songhay from Hombori),,,,,,
,Dogon,,Toro Tegu,,dtt,Toro Tegu,,MLI,Youna,,,,,,Youna,ɲúŋúnɔ́,15.087,-2.136,0.402,0.333,5.0,8.0,05.402,08.333,15,02,15 05.402,02 08.333,,,,,,,15 05.402,02 08.333,Dogon project,Bambara Maoudé,mixed Dogon (Toro Tegu) and Fulfulde,pottery,,"Sountourou (sùⁿtúrú) (Dogon), Tamboura (Fulbe-Rimaibe)","village divided into a Dogon quarter and a Fulbe-Rimaibe quarter; at base of hill, formerly on slope of hill; Dogon and Fulbe-Rimaibe; pottery",,,,,,
,Dogon,,Yanda Dom,,dym,Ana,dti,MLI,Ana,,,Ana,,,Anana (old Ana),ánà,14.669,-3.118,0.234,0.134,40.0,7.0,40.234,07.134,14,03,14 40.234,03 07.134,,,14 40.25,03 07.15,14 40.5,03 08,14 40.234,03 07.134,Dogon project,Bandiagara,dialect of Yanda-Dom,,,,village at base of mountain; abandoned former village on summit; farming and herding; weaving,,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Ante,,,Ante',,,Anté,ànté:ⁿ,14.65,-3.166667,,,,,,,,,,,,,14.65 RB,-3.166667,,,,,Blench ex SIL,,,,,,section of Ogol-Ongo,,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Damza,,,,,,,dàmzà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Denelu,,,,,,,dènèlù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Koulmal,,,,,,,kùlmàl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Ogol,,,,,,Ogol,ʔə́wá:l,14.65,-3.166667,,,,,,,,,,,,,,,,,,,"map, Blench ex SIL",Bandiagara,,,,,"name of cluster of villages, see Ogol-Ongo, Ogol-Pepe, Ogol-Komaga, Ogol-Nimba",,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Ogol-Komaga,,,komma,,,Ogol,(ʔə̀wà:l-)kɔ́mâ:,14.637,-3.159,0.418,0.995,38.0,9.0,38.418,09.995,14,03,14 38.418,03 09.995,,,,,14.65 RB,-3.166667,14 38.418,03 09.995,Dogon project,Bandiagara,,,,,"village out in fields away from mountain, abutting new section of Ogol-Pepe; former village on lower slope near base of mountain; school; surname Teli; no gardens",,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Ogol-Nimba,,,,,,Ogol,(ʔə̀wà:l-)nímbá,14.634,-3.17,0.067,0.403,38.0,10.0,38.067,10.403,14,03,14 38.067,03 10.403,,,,,,,14 38.067,03 10.403,Dogon project,Bandiagara,,,,,village in plains at base of mountain; older village on slope at base of hill still inhabited by 2 families; surname Teli; no gardens near the village,,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Ogol-Ongo,,,onggo,,,Ogol,(ʔə̀wà:l-)ɔ̂:ⁿ,14.641,-3.158,0.811,0.855,38.0,9.0,38.811,09.855,14,03,14 38.811,03 09.855,,,14.65 RB,-3.166667,,,14 38.811,03 09.855,Dogon project,Bandiagara,,,,,village among boullders at bottom of slope of mountain; still inhabited old village at top of slope at the base of the cliff face; surname Teli; many traditional healers in older village; gardening below (see Ogol-Pepe),,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Ogol-Pepe,,,,,,,(ʔə̀wà:l-) pɛ́pɛ̂y,14.643,-3.166,0.982,0.003,38.0,10.0,38.982,10.003,14,03,14 38.982,03 10.003,,,,,,,14 38.982,03 10.003,Dogon project,Bandiagara,,,,,"village among boulders at bottom of slope of mountain; also a new section of the village out in the fields; rock pond with crocodiles; extensive gardening in area overlapping with Ogol-Ongo (tobacco, sweet potato, onion, chili pepper, tomato, African eggplant, papaya)",,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Omna,,,Omna,,,Omna,komma (RB),14.65,-3.166667,,,,,,,,,,,,,,,,,,,Blench ex SIL,,,,,,RB's native name matches Ogol-Komaga,,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Togou,,,,,,,tógù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Yanda-Guinedia,,,,,,Guinédié,"gìnèndíyá, gìnàndìyá",14.641,-3.142,0.831,0.89,38.0,8.0,38.831,08.890,14,03,14 38.831,03 08.890,,,,,,,14 38.831,03 08.890,Dogon project,Bandiagara,,,,,"village at base of mountain, forming a linear cluster with Yanda-Tourogo and Yanda-Songo; abandoned older village higher up on slope; surname Teli",,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Yanda-Songo,,,Yadasongo,,,Yadasongo,yàn zòŋ,14.65,-3.136,0.058,0.323,39.0,8.0,39.058,08.323,14,03,14 39.058,03 08.323,,,,,,,14 39.058,03 08.323,Dogon project,Bandiagara,,,,,"village at base of mountain, forming an uninterrupted cluster with Yanda-Tourogo and Yanda-Ginedia; former village on lower slope above; surname Teli; farming and herding",,,,,,
,Dogon,,Yanda Dom,,dym,Yanda Dom,,MLI,Yanda-Tourougo,,,Tourougo,,,Tourougo,túl,14.643,-3.139,0.999,0.605,38.0,8.0,38.999,08.605,14,03,14 38.999,03 08.605,,,,,,,14 38.999,03 08.605,Dogon project,,,,,,"village at base  and at bottom of lower slope of mountain, in the middle of a linear cluster with Yanda-Songo and Yanda-Ginedia; still inhabited older village up higher on slope; surname Teli; farming and herding",,,,,,
,Gur,,Bomu,,bmq,,,MLI,Diamana,,,,,,Diamana,,13.75,-4.05,,,45.0,3.0,45,03,13,04,13 45,04 03,,,,,13 45,04 03,,,map,San,,,,,,,,,,,
,Gur,,Bomu,,bmq,,,MLI,Doumankui,,,,,,Doumankui,,13.783,-4.15,,,47.0,9.0,47,09,13,04,13 47,04 09,,,,,13 47,04 09,,,map,San,,,,,,,,,,,
,Gur,,Bomu,,bmq,,,MLI,Parako,,,,,,Parako,,13.85,-4.116,,,51.0,7.0,51,07,13,04,13 51,04 07,,,,,13 51,04 07,,,map,San,,,,,,,,,,,
,Gur,,Bomu,,bmq,,,MLI,Tieparandougou,,,,,,Tiéparandougou,,13.866,-4.15,,,52.0,9.0,52,09,13,04,13 52,04 09,,,,,13 52,04 09,,,map,San,,,,,,,,,,,
,Gur,,Bomu,,bmq,,,MLI,Wa,,,,,,Wa,,13.688,-4.4,0.5,,41.0,24.0,41.5,24,13,04,13 41.5,04 24,,,,,13 41.5,04 24,,,map,San,,,,,,,,,,,
,Gur,,Moore (Mossi),,mos,,,MLI,Koundougou-Mossi,,,,,,,kùndɔ̀gɔ̀ mùɲù-gɔ̀:rɔ́ [Togo Kan],13.822,-3.422,0.534,0.562,49.0,25.0,49.534,25.562,13,03,13 49.534,03 25.562,,,,,,,13 49.534,03 25.562,Dogon project,Tougan,"Mossi, some Fulfulde",,,,Mossi section of Koundougou village cluster; surnames Sawadogo (Mossi) and Diallo (Fulbe); farming and herding; see also Koundougou-Wourol (separate but nearby Fulbe settlement),,,,,,
,Gur,,Moore (Mossi),,mos,,,MLI,Yarou-Mossi,,,,,,,yà:rú-mɔ̀-júŋwè:,13.974,-4.088,0.813,0.48,58.0,5.0,58.813,05.480,13,04,13 58.813,04 05.480,,,,,,,13 58.813,04 05.480,Dogon project,San (not shown),,,,,"Moore-speaking village nearly adjacent to Yarou-Plateau (Tomo-Kan speaking); surnames Bagaya, Sawadogo, Wedarago",,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Bima,,,,,,Bima,bímá,14.906,-3.771,0.688,0.499,54.0,46.0,54.688,46.499,14,03,14 54.688,03 46.499,,,,,,,14 54.688,03 46.499,Dogon project,Bandiagara,some Bambara speakers,,,,village in plains; surname Traoré,,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Bolimba,,,,,,,bòlìmbá,14.786,-3.776,0.306,0.959,47.0,46.0,47.306,46.959,14,03,14 47.306,03 46.959,,,,,,,14 47.306,03 46.959,Dogon project,Bandiagara (not shown),,,,,"village at base of hill, next to Madougou; surnames Karambe (dominant), Samake, Bamani, Bakouwo, Kolbala; farming and herding; gardening",,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Bombori (new) (photo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,"Bombori (upper, abandoned) (photo)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Dani Sare (photo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Goumbo,,,,,,Goumbo,gúmbò,14.772,-3.822,0.619,0.541,46.0,49.0,46.619,49.541,14,03,14 46.619,03 49.541,,,,,,,14 46.619,03 49.541,Dogon project,Bandiagara,,,,,"village at base of hill; surname Bamani; farming and light herding; extensive gardening (cassava, chili pepper, African eggplant, okra, papaya)",,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Kargue,,,,,,Kargué,kàrgé,14.789,-3.809,0.656,0.927,47.0,48.0,47.656,48.927,14,03,14 47.656,03 48.927,,,,,,,14 47.656,03 48.927,Dogon project,Bandiagara,,,,,"village on lower slope and at base of hill; surnames Traore, Kampo; farming and herding; gardening; some blacksmiths",,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Koko (photo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Madougou,,,,,,Madougou,mà:-dúgú,14.786,-3.775,0.311,0.854,47.0,46.0,47.311,46.854,14,03,14 47.311,03 46.854,,,,,,,14 47.311,03 46.854,Dogon project,Bandiagara,,,,,"village at base of hill, next to Bolimba; surnames Traore, Bakouwo, Karambe; farming and herding; gardening",,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Madougou near Sambere (photo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Namague,,,,,,Namagué,nàmàgé,14.786,-3.788,0.313,0.512,47.0,47.0,47.313,47.512,14,03,14 47.313,03 47.512,,,,,,,14 47.313,03 47.512,Dogon project,Bandiagara,,,,,"village on slope of hill; surnames Bakoro, Kouba, Traore, Cisse; farming and herding; mango; some new gardens (2011)",,,,,,
,Mande,,Bozo,,bze,Jenaama,,MLI,Simina (photo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mande,,Manding,,bam,Bambara,,MLI,Bambarawel,,,,,,Bambarawel,"bàmbàràwêl (Bambara), káká-bùgû: (Tomo-Kan)",14.166,-4.133,,,10.0,8.0,10,08,14,04,14 10,04 08,,,,,14 10,04 08,,,map,Mopti,mixed Bambara (original settlers) and Tomo-Kan,,,,,,,,,,
,Mande,,Manding,,bam,Bambara,,MLI,Barbe,,,,,,Barbé,,14.489,-4.087,0.632,0.427,29.0,5.0,29.632,05.427,14,04,14 29.632,04 05.427,,,,,,,14 29.632,04 05.427,Dogon project,Mopti,,,,,"village on highway, now effectively an extension of rapidly expanding Sevare; surnames Tangara (majority), also some Coulibaly, Guindo, Dembele, Cisse, Ongoiba; farming and herding",,,,,,
,Mande,,Manding,,bam,Bambara,,MLI,Diengo,,,,,,Diengo,"jɔ̀ŋɔ́ (Bambara), jɔ̀ŋɔ̂: (Tomo-Kan)",14.105,-4.155,0.5,0.5,6.0,9.0,06.5,09.5,14,04,14 06.5,04 09.5,,,,,14 06.5,04 09.5,,,map,Mopti,mixed Bambara (original settlers) and Tomo-Kan,,,,,,,,,,
,Mande,,Manding,,bam,Bambara,,MLI,Somadougou,,,,,,Somadougou,,14.285,-4.058,0.249,0.841,17.0,3.0,17.249,03.841,14,04,14 17.249,04 03.841,,,,,,,14 17.249,04 03.841,Dogon project,Mopti,"Bambara now predominant, some Tomo-Kan, Fulfulde, and Bomu (Bobo)",,"Sunday, large",,town on highway,,,,,,
,Mande,,Manding,,bam,Bambara (Bore dialect),,MLI,Bore,,,,,,Boré,,15.126,-3.487,0.983,0.464,7.0,29.0,07.983,29.464,15,03,15 07.983,03 29.464,,,,,15 08,03 29,15 07.983,03 29.464,Dogon project,Niafounké,,,,Bore,village on highway,,,,,,
,Mande,,Manding,,bam,Bambara (Bore dialect),,MLI,Doumbara,,,,,,Dombara,,15.073,-3.25,0.723,0.014,4.0,15.0,04.723,15.014,15,03,15 04.723,03 15.014,,,,,,,15 04.723,03 15.014,Dogon project,Niafounké,,,,Bore,village on highway,,,,,,
,Mande,,Manding,,bam,Bambara (Bore dialect),,MLI,Falimbougou,,,,,,,,15.139,-3.459,0.593,0.992,8.0,27.0,08.593,27.992,15,03,15 08.593,03 27.992,,,,,,,15 08.593,03 27.992,Dogon project,Niafounké,,,,", surname Bore","village on highway, large pond nearby",,,,,,
,Mande,,Manding,,bam,Bambara (Bore dialect),,MLI,Kiro,,,,,,Kirou,,15.043,-3.359,0.981,0.987,2.0,21.0,02.981,21.987,15,03,15 02.981,03 21.987,,,,,,,15 02.981,03 21.987,Dogon project,Niafounké,,,,"Tangara, Kouba, Bore, Diarra","village in plains on road to Borko; leatherworkers (surnames Tangara, Kouba); history of fighting over land with nearby Dempare",,,,,,
,Mande,,Manding,,bam,Bambara (Bore dialect),,MLI,Manko,,,,,,,,15.15,-3.438,0.06,0.508,9.0,26.0,09.060,26.508,15,03,15 09.060,03 26.508,,,,,,,15 09.060,03 26.508,Dogon project,Niafounké,Bambara and a few Fulbe (see also Some-Kiro),,,,"village on highway, surname Bore, large pond just to the east",,,,,,
,Mande,,Manding,,rkm,Marka (Dafin),,MLI,Bai,,,,,,Bai,"bέ ~ bày [Tomo Kan, VD]",13.622,-3.368,0.573,0.164,37.0,22.0,37.573,22.164,13,03,13 37.573,03 22.164,,,,,,,13 37.573,03 22.164,Dogon project,Tougan,"Bambara dialect called Bani Kan by Dogon, also some Tomo Kan, Bambara, Fulbe, seasonally a few Bozo fishers",,,,"large village; surnames Togo, Guindo, Baro, Goh",,,,,,
,Mande,,Manding,,rkm,Marka (Dafin),,MLI,Bouna-Bai,,,,,,,"bùnà-bày [Tomo Kan, VD]",13.69,-3.408,0.755,0.824,41.0,24.0,41.755,24.824,13,03,13 41.755,03 24.824,,,,,,,13 41.755,03 24.824,Dogon project,Tougan (not shown),"Bambara dialect called Bani Kan by Dogon, also some Tomo Kan, Fulbe",,,,village on plains; surname Togo,,,,,,
,Mande,,Manding,,rkm,Marka (Dafin),,MLI,Ko,,,,,,Ko,,13.65,-3.75,,,39.0,45.0,39,45,13,03,13 39,03 45,,,,,13 39,03 45,,,map,Tougan,Bambara dialect called Bani Kan by Dogon,,,,,,,,,,
,Mande,,Manding,,rkm,Marka (Dafin),,MLI,Pissa,,,,,,Pissa,"pìjá [Tomo Kan, VD]",13.724,-3.404,0.814,0.42,43.0,24.0,43.814,24.420,13,03,13 43.814,03 24.420,,,,,,,13 43.814,03 24.420,Dogon project,Tougan,Bambara dialect called Bani Kan by Dogon,,,,"village (see also Sansogou-Pissa); surnames Togo, Damango, Walma",,,,,,
,Mande,,Manding,,rkm,Marka (Dafin),,MLI,Sokoura,,,,,,Sokoura,"sò-kúrá [Tomo Kan, VD]",13.505,-3.759,0.519,0.901,30.0,45.0,30.519,45.901,13,03,13 30.519,03 45.901,,,,,13 30,03 46,13 30.519,03 45.901,Dogon project,Tougan,Bambara dialect called Bani Kan by Dogon,,,,"large town; surnames Giré (Mossi), Yossi (Marka), Mandeka, Senou, Seri, Koulibaly, Terra, Koumaré, Konaté",,,,,,
,Mande,,Manding,,rkm,Marka (Dafin),,MLI,Tira,,,,,,Tira,,13.633,-3.85,,,38.0,51.0,38,51,13,03,13 38,03 51,,,,,13 38,03 51,,,map,Tougan,Bambara dialect called Bani Kan by Dogon,,,,,,,,,,
,Songhay,,Humburi Senni,,hmb,Humburi Senni,,MLI,Barkoussi,,,,,,Barkoussi,bàrkùsí,15.258,-1.721,0.862,0.44,15.0,43.0,15.862,43.440,15,01,15 15.862,01 43.440,,,,,,,15 15.862,01 43.440,Dogon project,Hombori,,,,"surnames Maiga, Gassamba; ",village on ledge fairly high up on Mt Wari; originally settled from Hombori; farming and herding,,,,,,
,Songhay,,Humburi Senni,,hmb,Humburi Senni,,MLI,Bazi-Daka,,,,,,,bà:zí ꜜdá:kà:,15.269,-1.555,0.281,0.559,16.0,33.0,16.281,33.559,15,01,15 16.281,01 33.559,,,,,,,15 16.281,01 33.559,Dogon project,Hombori (not shown),,,,"surnames Gassamba, Maiga; ","small village in plains, part of Daka complex in Ouami zone; farming and herding",,,,,,
,Songhay,,Humburi Senni,,hmb,Humburi Senni,,MLI,Berbeye,,,,,,Bèrbèy,bèrbèy,15.27,-1.741,0.417,0.858,16.0,44.0,16.417,44.858,15,01,15 16.417,01 44.858,,,,,,,15 16.417,01 44.858,Dogon project,Hombori,,,,"surnames Guiteye, Ganaba; ",village on ledge halfway up Mt Wari; originally came from Danka via Sababou Koire; farming and herding,,,,,,
,Songhay,,Humburi Senni,,hmb,Humburi Senni,,MLI,Beria,,,,,,Bélia,béríyà,15.406,-1.709,0.679,0.984,24.0,42.0,24.679,42.984,15,01,15 24.679,01 42.984,,,,,,,15 24.679,01 42.984,Dogon project,Hombori,,,,";surnames Meikouba, Gariko, Maiga, and Keba (all Songhay-HS), a few Dicko (Fulbe), one Guindo family","village on top of hill ridge, plus school and a few houses at base of hill on plains; farming and herding",,,,,,
,Songhay,,Humburi Senni,,hmb,Humburi Senni,,MLI,Billanto,,,,,,Bilantal,bìllántò,,,,,,,,,,,,,,,,,,,,,,Hombori,,,,,"small village in plains; surnames Maiga, Gariko, Traore; farming and herding; see also Billanto-Bella",,,,,,
,Songhay,,Humburi Senni,,hmb,Humburi Senni,,MLI,Bourgo,,,,,,,búrgò,15.253,-1.572,0.3,0.629,15.0,34.0,15.300,34.629,15,01,15 15.300,01 34.629,,,,,,,15 15.300,01 34.629,Dogon project,Hombori,,,"Saturday, medium  (called Ouami market)",,village on main highway; seasonal lake (dries up around April) extending from here to Sori-Koira and Ouami-Bande; school for the Ouami and Tara areas; farming and herding; one family of Bozo between Bourgo and Sori-Koira (with an oven to prepare dried fish),,,,,,
,Songhay,,Humburi Senni,,hmb,Humburi Senni,,MLI,Daka,,,,,,,dá:kà:,,,,,,,,,,,,,,,,,,,,,,Hombori,,,,,"name of several villages in Waami area east of Hombori; see dà:cíyà, dá:ká bìbò, bà:zí ꜜdá:kà:, sè:dú ꜜdá:kà:, dá:ká kùkò; also part of name of more distant villages near Dimamou that were settled from the Waami area, see dá:ká zìgíyà, fàrì-kòy dá:kà:",,,,,,
,Songhay,,Humburi Senni,,hmb,Humburi Senni,,MLI,Daka-Bibo,,,,,,Dakabibo,"dá:ká ꜜbíb-ó (""... black"")",15.271,-1.554,0.526,0.403,16.0,33.0,16.526,33.403,15,01,15 16.526,01 33.403,,,,,,,15 16.526,01 33.403,Dogon project,Hombori,,,,"surnames Maiga, Gariko, Cisse, Meida;","village in plains, abutting Mokkey-Koira in Daka complex in Ouami zone;  farming and herding",,,,,,
