code (Eng),subcode (Eng),code (fr),sous-code (fr),code #,subcode #,order,short,court,ref#,jpg,video,date,comment,English,français,core,"Toro Tegu (Toupere, JH)","Ben Tey (Beni, JH)","Bankan-Tey (Walo, JH)","Nanga (Anda, JH)",Jamsay (alphabet),"Jamsay (Douentza area, JH)","Perge Tegu (Pergué, JH)","Gourou (Kiri, JH)","Jamsay (Mondoro, JH)","Togo-Kan (Koporo-pen, JH with BT)","Yorno-So (Yendouma, JH and DT)",Ibi-So (JH),Donno-So,Tomo Kan (Segue),Tomo Kan (Diangassagou),"Tommo So (Tongo Tongo, combined)","Tommo So (Tongo Tongo, JH)",,"Tommo-So (Tongo Tongo, LM)","Dogul Dom (Bendiely, BC)",Tebul Ure (JH),"Yanda Dom (Yanda, JH)","Najamba (Kubewel-Adia, JH)","Tiranige (Boui, JH)",Mombo JH,"Mombo (Songho, KP)","Ampari (Nando, JH)","Ampari (Nando, KP)",Bunoge (Boudou),Penange (Pinia),,"Bangime (Bounou, JH)","Bangime (Bounou, AH)",,HS Songhay,TSK Songhay,,species,family,book p.,synonymy,comment,domain,specimen
fauna,mammal (dog/fox/hyena),faune,mammiphère (chien/renard/hyène),201,64,8,,,60542,,,2011,,striped hyena,hyène rayée,,,"tì-tà: pílɛ́-m\\pílɛ́ (""hyena white"")",tà-sámìnâ-m,,,"tì-tà: kóŋórⁿó-kôy (""hyena ...""), tì-tà: ná: (""hyena main"")",tà-tǎ:,tì-tà: ná:,,,,,,"tà:, tà: pílíⁿ",ta᷈:,,"tàràà dòm-mùnjú (hyena back-broken"")",,tàràà sɔ̀gɔ̀lɔ̌y,tàwà: pèrdé,tà: kɔ́ŋɔ́rɔ́-kɔ̀yⁿ,tà: tómbólómà,túmbúlé\\túmbúl-mbó,"kíní tùmbùlé (""mountain's hyena"")",tà: pélèndè,tà: péléndé  ,kàwà-kɔ́:rɛ́,káwá kɔ́:rɛ̀ ,,"tà:ⁿ túŋgúlɛ̀ (""hyena small"")",,"símɛ̀-n-tù:rɛ̀ (""hill-hyena"")",,,,"kɔ̀rɔ̀-kɔ̀rìyà (""hyena-white"")",,Hyaena hyaena,"Mammalia, Carnivora, Hyaenidae",259,,hide seen: Tabi,"fauna (mammal, hyena)",
fauna,mammal (dog/fox/hyena),faune,mammiphère (chien/renard/hyène),201,64,9,,,60543,,,2011,,hyena spp.,hyène (toutes spp.),,jɛ̀lá bàsà,tì-ta᷈:-m\\tí-ta᷈:,,"sámírⁿà, tà-ta᷈:",,tì-tǎ: ~ tǎ:,tà-tǎ:,tì-tá:,,tǎ:,"tì-tǎ:, [tì-tà:]-[pìli-ý] (""hyena-white"")",tì-tǎ:,tàrá:,,,,tàràá,,tàráá,tàwâ:,,,,,,,,kúmání,,tà:ⁿ,,tù:rɛ́,,,kór-ò,kɔ́rɔ̀,,,"Mammalia, Carnivora, Hyaenidae",258,,,"fauna (mammal, hyena)",
fauna,mammal (dog/fox/hyena),faune,mammiphère (chien/renard/hyène),201,64,10,,,60544,,,2011,,hyena spp. and leopard,hyène (toutes spp.) et panthère,,,,,,,,,,,,,,,,,,,,,,tǎ:,tà:,,,,,,,,,,,,,,,,,"Mammalia, Carnivora, Hyaenidae",258,,,"fauna (mammal, hyena)",
fauna,hunters' words,faune,mots des chasseurs,201,78,3,,,60663,,,2011,,hyena (hunters' word),hyène (mot des chasseurs),,,,,,,"gɔ̀ŋɔ́-gárà (""big-chested"")",,,,,,,,"ɲàŋgà-ʔá:wⁿ (""night-person"")",,,tómbólómó,,,,,,,,,,,,,,,,,,,,,,"Mammalia, Carnivora, Hyaenidae",258,,,"fauna (mammal, hyena)",
fauna,mammal (other),faune,mammiphère (autre),201,69,9,,,60545,,,2011,,hedgehog,hérisson,,yⁿà:ŋà-pé,úrú-bìsírì-m\\-bìsírì,yúrgùsù-m,émbéré-pě:sî,,"[à-kɔ̀rɔ̀]-pé:jú (""...-sheep"")",ɔ̀mdɔ̀-pé:sú,ɔ̀kɔ̀rɔ̀ pé:sú,,"ɔ̀gɔ̀rɔ́ pèjù, ɔ̀gɔ́ pèjù",,té:wⁿ,,wɛ̀ʔɛ̀lɛ̀-pɛ̀jí,ɔ̀gɔ̀lɔ̀-péjí:,,ày gòòmbíyó,,ày gòmbíó,mùlúgùsà,ɔ́ŋgɔ́-pèdè,pɛ̀zùmà gòmbìl-íyè,ùl-jénjé\\ùl-jɛ́njɛ́-mbó,ògòlò-kò:jè,nùŋùnùm-bánjé,nùgùrùmbánjé  ,gùmbɛ́-ínjì,,xxx,nùgùrù-bàjì,,"ŋí:-m-bùtígɛ̀ (""mouse-porcupine"")",,,"àŋ-kù:n-íyâ, ʔàŋ-kù:n-ò",kǔn,,Atelerix albiventris,"Mammalia, Insectivora, Erinaceidae",141,,common,"fauna (mammal, insectivore)",
fauna,mammal (mouse),faune,mammiphère (souris),201,67,13,,,60546,,,2011,,tiny white-toothed shrew sp.,"musaraigne sp. (petite «souris» au museau pointu, insectivore)",,"èyⁿ bàbàŋkɛ́, èyⁿ kásémì:","ǒ:-sǐ:lì-m\\ó-sǐ:lì (""mouse-undersized"")",ǒ: sìsî-m,"òrì yà-běm (""mouse-restless"", cf. bém-bém)",,"jì-jùwⁿò sèɲù-sàɲú ~ ù-jùwⁿò sèɲú ~ ù-jùwⁿò sèɲù-sàɲú (""mouse merchant"", because it wastes lots of grain), ù-jùwⁿò ká:-sî: (""mouse mouth-pointed"")",òy yàběm,ùsùwɔ̀ sèzú,,,ày síɲé,ày sìɲú,áy sìsì,,ùwèyⁿ bɔ̀lɔ̀má-sùndî:,,ày sííndú,,ày sííndú,áy sìsì,òè sìndú,òyè sènzú,òè: kélé\\òy-mbò kél-mbó,,swà:-gè tárà,swà: tà:lé ,síyá šù:ⁿšú:ⁿ,síyá šǔ:ⁿ-sù,ɲà:yè,swà:-tɔ́lɛ̀,,"ŋì:-ndɛ́-ŋ-kúrɛ̀: (""mice-dog"")",,,,,,Crocidura cf. cinderella,"Mammalia, Insectivora, Soricidae",145,,specimen: Beni; not a mouse biologically,"fauna (mammal, insectivore)",2004_005
fauna,mammal (mongoose),faune,mammiphère (mangouste),201,66,3,,,60547,,,2011,,"marsh mongoose (dark, to 4 kg, swims along river banks))",mangouste des marais (couleur foncée),,kɛ̀sà jɛ́m,sɛ̌:-m\\sɛ̌:,,,,"sɛ̀: jɛ́m, kɛ̀jɛ̀ jɛ́m",,,,,,,,pìjà jóⁿ,pìjá:,,gàlàná,,,dùnjùmɔ̀ gɛ́mɛ̀ŋ,,,,"sɛ̀:-gúmbɛ̀, sìyà-gúmbɛ̀",,,"mìndígà, wɔ́mbɔ́ búndì",,,"kɔ̀yⁿ-swâ: (""outback-mouse"")",,,,,,,,Atilax paludinosus,"Mammalia, Carnivora, Herpestidae",252,,,"fauna (mammal, mongoose)",killed specimen photographed at Tabi 2008
fauna,mammal (mongoose),faune,mammiphère (mangouste),201,66,2,,,60548,,,2011,,"slender mongoose (small, tip of tail black or red, less than 1 kg)",mangouste rouge,,"jèljèlěy, gèrgèlěy",sàrⁿà-gàlàrǎ-m\\-gàlàrá,gàndà-gàndà-pó:rú-m,sàrⁿà-[pó-pògórô],,"sànà-gànàrⁿá, sàŋàrⁿá (Madougou)",sàrⁿà-gàlàrá,,,,gà:ná,gà:ná,gàlànná,jìrì-dùgú,,,jàŋ-jàŋ-kùrùmǒyⁿ,,,sèwɔ́,sànà-gà:ndá,sàrⁿà-gànàlà,sènjèmbèlé\\sènjèmběl-mbó,gà:ŋà-dó:ndè,sɛ́ⁿ-bóbóró-bôy,sé:mbóbóróbôy  ,bùndí,búndí,kùyⁿà (also squirrel),,,yísìbè,,,kánd-à:,kɔ̀:-bí:,,Galerella sanguinea,"Mammalia, Carnivora, Herpestidae",241,Herpestes sanguinea,specimen: Anda,"fauna (mammal, mongoose)",
fauna,mammal (mongoose),faune,mammiphère (mangouste),201,66,5,,,60549,,,2011,,"Egyptian mongoose, ichneumon (large, to 4 kg)","rat des pharaons, ichneumon (mangouste)",,kɛ̀sà dù:ⁿsú,sɛ̌:-m\\sɛ̌:,,sàrⁿà-gàràndá,,kòròní,,,,,,,,,,,"sɛ̀wɛ́, sɛ̀wɛ̀ pìlì-ý",,,dùnjùmɔ̀ pílɛ̀ŋ,,,síyá\\síyá-mbó,,,,,,,,,,,,,,,Herpestes ichneumon,"Mammalia, Carnivora, Herpestidae",240,,,"fauna (mammal, mongoose)",
fauna,mammal (mongoose),faune,mammiphère (mangouste),201,66,4,,,60550,,,2011,,white-tailed mongoose (to 4 kg),mangouste à queue blanche,,"kɛ̀sà bànà-cínó pírù, kɛ̀sà ɔ́:lɔ̀",sɛ̀: ɔ́:lɔ̀-m,,,,"cɛ̀jɛ̀ pírú (""mongoose white""), kɛ̀jɛ̀ bán (""mongoose red"", Madougou)",bírè,,,,sɛ̌:,xxx,,pìjà pí,"pìjɛ̀ⁿ pí: (""mongoose white"")",,,,,,bílɛ̀:,kɔ̀ndùnɔ̀,,,dújúmà,dúnjúmà  ,"mìndígà, wɔ́mbɔ́ búndì",míndígà // wɔ́mbɔ́ búndì,,,,,,,,wǎ:y,,Ichneumia albicauda,"Mammalia, Carnivora, Herpestidae",253,,,"fauna (mammal, mongoose)",killed specimen photographed at Tabi 2008
fauna,mammal (mongoose),faune,mammiphère (mangouste),201,66,6,,,60551,,,2011,,banded mongoose (to 2 kg),mangouste rayée,,kɛ̀sà àⁿsú,,,,,,,,,,,,,,,,,,,,,,dùnjùmá\\dùnjùmá-mbó,,,,,,,,,,,,,,,Mungos mungo,"Mammalia, Carnivora, Herpestidae",247,,,"fauna (mammal, mongoose)",
fauna,mammal (mongoose),faune,mammiphère (mangouste),201,66,1,,,60552,,,2011,,mongoose (multiple large spp.),mangouste (plusieurs spp.),,"cɛ̀sá, kɛ̀sá",,,,,"sɛ̌:, cɛ̀jɛ́ ~ kɛ̀jɛ́ (Madougou)",,,,,,,dùɲùmɔ́,,,,,,,dùnjùmɔ́,sɛ̌:,,síyá\\síyá-mbó,,,,,,,,,,,,,,,,"Mammalia, Carnivora, Herpestidae",238,,,"fauna (mammal, mongoose)",
fauna,mammal (mouse),faune,mammiphère (souris),201,67,12,,,60672,,,2011,,tiny mouse sp.,souris minuscule sp.,,,,,,,,,,,,,,,bàndàgàràⁿ,bàràmà-tònzěy ~ bàràmà-tònzǒy,,,,,,,,,,,,,,,,,,,,,,,,"Mammalia, Rodentia",,,,"fauna (mammal, mouse)",
fauna,mammal (mouse),faune,mammiphère (souris),201,67,1,,,60553,,,2011,,mouse (wild or house),souris (sauvage ou dans les maisons),,ěyⁿ,ô-m\\ô:,ô-m\\ô:,órî,,jì-jùwⁿó ~ jù-jùwⁿó ~ ù-jùwⁿó,ò-ǒy,ùsùwⁿó,,ŋ̀kúrú,ǎy,ày-gúrú,ǎy,ʔwɛ̀ⁿ,úwéyⁿ,,ǎy,,ǎy,é:-gù,óé\\óé-mbò (homonym of sg: 'medicine'),óyè,òê:\\ǒy-mbò,sìyà,swá:,swá:  ,síyá,síyá,ɲà:yè,swá:,,ŋí:,,,cèŋ-ò,kěŋ,,,"Mammalia, Rodentia, Muridae",188,,,"fauna (mammal, mouse/rat/shrew)",
fauna,mammal (mouse),faune,mammiphère (souris),201,67,2,,,60554,,,2011,,spiny-haired mouse sp.,souris sauvage sp. aux poils épineux,,èyⁿ dúgúrú gúsì:,"ò: dòró-sô-m\\-s-ɛ̂:ⁿ (""mouse spine-having"")",ò-sɛ́:rɛ̂-m,"òrì-dùró (""mouse-thorn"")",,,òy dù-dǒ:,,,,ày-sá:,"òrú ày-gùrù (""field mouse"")","ày-kìmɛ̂ŋ (""mouse-porcupine"")","ʔwɛ̀ⁿ còⁿ-káⁿ (""mouse porcupine"")",,,ày bàràmàtòòɲó,,,è:-gù sɛ̀ŋgɛ̀rɛ́,,òyè-zòwè ~ òyè-zùyè,"òè: ùl-jénjé\\ùl-jénjé-mbó, bà:nâ: òè:\\òy-mbè, dòlê: òè:\\òy-mbò",,"swà: kɛ́mɛ̀ (""mouse-porcupine"")",,síyá kɛ̀rúmɛ̀,síyá kɛ̀rúmɛ̀,,"swà:-kɛ́mɛ̀ (""mouse-point"")",,"símɛ̀-ⁿ-ŋì: (""hill-mouse"")",,,"cèŋ-ù kás-ò (""mouse rough"")",kěŋ sàríyà,,Acomys johannis,"Mammalia, Rodentia, Muridae, Deomyinae (or Murinae)",205,,stony habitats; specimen: Beni,"fauna (mammal, mouse/rat/shrew)",2004_007
fauna,mammal (mouse),faune,mammiphère (souris),201,67,3,,,60555,,,2011,,gerbil,gerbille,,èyⁿ bárⁿì:,"bàrà ò pílɛ́-m\\pílɛ́ (""Bara.lowland-mouse-white"")",,"kàmàkɔ̀rɔ́ órî (""Leptadenia hastata's mouse"")",,"ù-jùwⁿò pírú (""mouse white"")",ǒ wà ò pírú [pron],,,,,,,bàlà-ʔwɛ̀ⁿ,,,,,,àlbóŋgò,òè bán tò.ndò:,,,,,,,,,,,bɛ̂:,,,"cèŋ-ù kíryá (""mouse red-Dimin"")",,,Gerbillus sp.,"Mammalia, Rodentia, Muridae, Gerbillinae",193,,in sand; specimen in dunes near Pergue,"fauna (mammal, mouse/rat/shrew)",2010 specimen Pergue (in sand)
fauna,mammal (mouse),faune,mammiphère (souris),201,67,1,,,60556,,,2011,,unstriped grass rat (diurnal),souris sauvage sp.,,èyⁿ dàrà jɛ́m,"bàrà-ô-m\\-ô: (""Bara.lowland-mouse"")",bàrà ô-m,"òrì-kíyâ (""mouse-squirrel"", from resemblance of fur)",,"ù-jùwⁿò púɲúrⁿúm (""mouse lump.of.earth"")",òy sǎ:,ù-sùwⁿò púzúrúm,,,ày-sí:,ày-sɛ̌:,ày-póŋgò,,bàlà-úwéyⁿ,,ày sɛ̀gɛ̀mmɛ́lɛ́,,,,òè-sá,sàzà-óyè,kɛ́rɛ́ òè:\\òy-mbò,,"kwàyⁿ-swá: (""outback-mouse"")",,búrgú síyà,búrúgú síyà,,"póndó swâ: (""ricefield's mouse"")",,"ŋì:-pɔ́:rɛ̀ (""black mouse"")",,,,kèm-bùká,,Arvicanthis niloticus,"Mammalia, Rodentia, Muridae, Murinae",213,,specimen: Anda,"fauna (mammal, mouse/rat/shrew)",2004_003
fauna,mammal (mouse),faune,mammiphère (souris),201,67,9,,,60557,,,2011,,"Guinea multimammate mouse (small house mouse, light-colored, belly hairs gray at base, tail not longer than body)","souris de maison sp. (petite, blanchâtre, capable de grimper, la queue ne dépasse pas la longueur du corps)",,,,,,,,òy pírí,,,ŋ̀kùrù pírí,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mastomys erythroleucus,"Mammalia, Rodentia, Muridae, Murinae",207,,,"fauna (mammal, mouse/rat/shrew)",
fauna,mammal (mouse),faune,mammiphère (souris),201,67,4,,,60558,,,2011,,African soft-furred rat (grey or black form),grosse souris de maison sp. (forme grise ou noire),,èyⁿ ólì:,,,,,,,,,,,,,,,,"dúú ày (""below mouse"")",,,,,,òlò òè: bìní:\\bǐn-bó,,,,,,,,,,,,"húw-éy céŋ-ò (""houses' mouse"")",,,Mastomys natalensis,"Mammalia, Rodentia, Muridae, Murinae",207,,,"fauna (mammal, mouse/rat/shrew)",
fauna,mammal (mouse),faune,mammiphère (souris),201,67,5,,,60559,,,2011,,black form of African soft-furred rat (house mouse),"grosse souris de maison, forme noire",,èyⁿ jɛ́m,"ò jéwⁿè-m\\jéwⁿè (""mouse black"")",ò jɛ́mɛ̀-m,"òrì jɛ́mí (""mouse black"")",,"ù-jùwⁿò jɛ́m (""mouse black"")",òy jém,,,,"ày-gɛ̂m (""mouse-black"")","gìní: ày-gùrù (""house mouse"")","gìnɛ̀-ǎy (""house mouse"")",ʔwɛ̀ⁿ-jìnà jóⁿ,,,"ày jɛ́m (""mouse black"")",,,,òè jɛ́mɛ̀:,òyè jèmɛ́,,,,,síyá kórò,síyá  kórò,,,,,,,"cèŋ-ù bíb-ó (""mouse black"")","kèŋ-bí: (""mouse-black"")",,Mastomys natalensis (black form),"Mammalia, Rodentia, Muridae, Murinae",207,,"in houses, Douentza","fauna (mammal, mouse/rat/shrew)",2004_006
fauna,mammal (mouse),faune,mammiphère (souris),201,67,6,,,60560,,,2011,,grey form of African soft-furred rat (house mouse),"grosse souris de maison, forme grise",,,,,"ńdô òrì (""house's mouse"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mastomys natalensis (grey form),"Mammalia, Rodentia, Muridae, Murinae",207,,"in houses, Douentza","fauna (mammal, mouse/rat/shrew)",2005_006
fauna,mammal (mouse),faune,mammiphère (souris),201,67,7,,,60561,,,2011,,"Dalton's mouse (small, light-colored, belly white, tail longer than body, in field or houses, can climb)","souris de Dalton (petite, blanchâtre, poils molles, la queue dépasse la longueur du corps)",,èyⁿ bɔ̀bɔ̀gú,"ò pílɛ́-m\\pílɛ́ (""mouse white), ɔ̀rⁿɔ̀: ò pìlɛ̀-m\\pìlɛ̀ (""outback-mouse-white"")",ò píndɛ́-m,"òrì pírí (""mouse white"")",,"ù-jùwⁿò pírú (""mouse white"")",òy kóró,,,gìrⁿí ŋ́kùrù,"ày-pìlí (""mouse-white"")",,,,,,"dɛ̀mbɛ́ ày (""roof mouse"")",,,dɛ̀mbɛ̀-légèlè,òè pílɛ̀:,òyè pílɛ̀,òlò òè: kègélè\\kègêl-mbò,,,,ágá síyà,ágá síyà,,,,,,,,,,Praomys daltoni,"Mammalia, Rodentia, Muridae, Murinae",207,Myomys daltoni,"in houses, Douentza","fauna (mammal, mouse/rat/shrew)","2004_004, 2005_008"
fauna,mammal (mouse),faune,mammiphère (souris),201,67,8,,,60562,,,2011,,house mouse,souris des maisons,,,,,,,"úrò jú-júwⁿò (""house mouse"")",,,,,,,,,jìnà-úwéyⁿ,,,,,,,,óló òè:\\òy-mbò,,,,,,,,,,,,,,,,"Mammalia, Rodentia, Muridae, Murinae",208,,,"fauna (mammal, mouse/rat/shrew)",
fauna,mammal (mouse),faune,mammiphère (souris),201,67,10,,,60563,,,2011,,giant pouched rat (about 2 kilos),rat géant,,gùgúsù,gù-gùsú-m\\gù-gùsú,gùrgùsú-m,gù-gùsí,,gù-gùjú,gù-gùsú,gù-gùsú,,gùgùjú,gù-gùjú,gù-gùjú,gùdù-gùdú,gùjú,gùjû:,,gù-gùdú,,gù-gùdú,gùsù-gùsù-gú,gù-gùdé:,gù-gùzù,gùjè-gùjé\\gùjù-gùjú-mbó,gújú,gùjù-gújú,gùjù-gújú  ,gújù,gújù,gújù,dèm-gùjù,,ŋá:rⁿà,,,bárfér-ó,bárì-férì\\bàrì-fèr-ǒ:,,Cricetomys gambianus,"Mammalia, Rodentia, Nesomyidae (or Muridae), Cricetomyinae",199,,"only large rat in villages, eaten by children; seen Anda","fauna (mammal, mouse/rat/shrew)",photo
fauna,mammal (other),faune,mammiphère (autre),201,69,22,,,60564,,,2011,,mule,mulet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equus (hybrid),"Mammalia, Perissodactyla, Equidae",310,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,23,,,60565,,,2011,,zebra (not in Mali),zèbre,,,,,,,àlámbá:ná:jɛ̀,,,,,àlǎmpá:nà,,,,,,"álámbánà, òlú jàndùlù",,,,àlàmbá:n,,,,,,,,,,,,,,,,,Equus quagga,"Mammalia, Perissodactyla, Equidae",311,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,5,,,60669,,,2011,,"cow, cattle","vache, bovin",,,,,,,nàŋá,,,,,,nǎ:,nàŋá,nàʔⁿá,nàŋà:,,nàá,,,,nǎ:,,,,nâ:,,,,ná (nâ:),nà:,,ná:,,,háw,háw,,Bos primigenius,"Mammalia, Ungulata, Artiodactyla, Bovidae, Bovinae, Bovini",348,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,4,,,60566,,,2011,,African buffalo,bufle,,nàŋà-yèrú,"ɔ̀rⁿɔ̀: nǎ:-m\\nǎ: (""outback-cow""), kǎ:ⁿ-m\\kǎ:ⁿ [xxx",ɔ̀rⁿɔ́ nâ:-m,,,"èjù-nàŋá (""outback-cow""), ègè-nàŋá (Madougou)",òy-nàŋá,ègù-nàŋá,,bàrà nàŋá,"ól-nà: (""bush-cow"")","òrù-nǎ: (""bush cow"")","ògùlù-nàŋá (""bush cow"")",wáwʔ,bàlà-nàŋâ:,,òlù-nàá,,òlù nàá,òŋùnù-[ná:-gù],"ándà nà: (""outback's cow"")",òy-nâ:,"kɛ́rɛ́ nɛ̀:\\nàwò:, òlé\\òlú-mbó","góló nǎ: (""outback's cow"")",,,àgá nà,ágá nâ:,xxx,kɔ̀yⁿ-nà:,,ná:-ǹ-ná:,,,háw ꜛbíb-ó [tones],"gàŋgì-háw (""outback-cow""), hɔ̌yⁿ-háw (""outback-cow"")",,Syncerus caffer,"Mammalia, Ungulata, Artiodactyla, Bovidae, Bovinae, Bovini",348,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,2,,,60567,,,2011,,giraffe,girafe,,,yámjá-m\\yámjá,,yámjá,,wìl-wîl,yámjá,wìl-wîl,,ɲàɲá,,yámjá,yànjá,bàlà-jìndéⁿ,sɔ̀ⁿ-sɔ́ⁿ-sòŋònɔ̂:,,yámínjà,,yámínjà,yànjá,yámdà,yámsà,"yǎmjà\\yǎmjà-mbò, bàrá-yàmjà\\-yàmjà-mbò",sàpà:ndé,yánjà,yánjà ,sémbêw,sémbêw,xxx,sìbòntòl,,,,,búrâ:,bù:rɛ́,,Giraffa camelopardalis,"Mammalia, Ungulata, Artiodactyla, Giraffidae",342,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,3,,,60568,,,2011,,hippo,hippo,,bàŋá,bǎ:ⁿ-m\\bǎ:ⁿ,ŋgábbù-m,gàŋí,,bǎŋ,bǎŋ,bàŋú,,bàŋú,gábù,gábù,ŋ̀gábù,sì-sàʔálá,sí-sà:lâ:,,gábú,,,gábbù,dí:yɛ̀ndɛ̀,díyɛ̀nɛ̀,ŋátà\\ŋátà-mbò,gàbú,ŋ̀gábò,ŋ̀gábò  ,gábú,gábú,xxx,sɛ!`bɔ̀,,gábú,,,bàŋà,bǎ:ⁿ,,Hippopotamus amphibius,"Mammalia, Ungulata, Artiodactyla, Hippopotamidae",325,,,"fauna (mammal, other)",
fauna,hunters' words,faune,mots des chasseurs,201,78,7,,,60688,,,2011,,hippo (hunters's word),hippo (mot des chasseurs),,,,,,,,,,,,,,,,,,díí ɛ̀nnɛ̀y,,,,,,,,,,,,,,,,,,,,,Hippopotamus amphibius,"Mammalia, Ungulata, Artiodactyla, Hippopotamidae",325,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,6,,,60569,,,2011,,warthog (boar),phacochère,,tórú,tórú-m\\tórú,àríyɛ̀-m,tó:rì,,tórú,òy-tóró,tórú,,bàrà-tórú,"ól-tòl (""bush-pig"")",òrú tòrù,ògùlù-tólù,bàlà-tó,"tów, bàlà-tów",,tólú,,kìgìdú,àlíyà (also 'pig'),"ándà tòlè: (""outback's pig"")",òy-tól,àlíyà\\àlíyà-mbò,álíyá,álúwà,álúwà  ,áríyá,áríyà,ʔàllà,"kɔ̀yⁿ álgà (""outback-pig"")",,sìmì-ɲáŋá (also 'pig'),,,"bìɲɲà, gàŋò-bíɲɲà (""outback-..."")",bìɲɲá (also pig),,Phacochoeurus africanus,"Mammalia, Ungulata, Artiodactyla, Suidae",335,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,7,,,60570,,,2011,,"rock hyrax, dassie, 3-4 kg",daman des rochers,,dàkóró,ɛ̀lɛ̀-kóló-m\\ɛ̀lɛ̀-kóló,éré-m,ó:ró,,ɛ̀ndɛ̀-kónó,ɛ̀lɛ̀-kóló,,,ɛ̀ndɛ̀-kónó,kó:nɔ̀,xxx,kó:ndò,kùndɛ̀lɛ̀,ɛ̀ndɛ́:,,kóndó,,kóndò,kóndò,kóndò,kóndó,kóré\\kór-mbó,kò:ndè,kóyndé,kóyndé ,kódé,kɔ́dɛ́,kùyàndè,kóyndé,,kújɛ́,,,"wáŋk-ò, bùtùdùmbó:rù (less common, < Ful)","wútí, bútɛ́-dúmbó:rù (via Ful)",,Procavia capensis ruficeps,"Mammalia, Ungulata, Hyracoidea, Procavidae",298,Procavia ruficeps,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,1,,,60571,,,2011,,elephant,éléphant,,gɔ̌ŋ,gǒ:-m\\gǒ:,gǒ:-m,pà:ŋgǒ:,,"dǔŋ (cf. 'lion'), dùn-dàŋá",dùŋ-dàŋá,dùŋ ná:,,dùŋù-ná:,dùŋùná,dùŋ-ná:,gɔ̀ŋɛ̌yⁿ,bàlàgò,bálágò:,,gwɛ̀ɛ́ⁿ,,gɔ̀ɛ́n,gù:ŋú,gúnsá:rà,gòyⁿ,táŋkúndé\\táŋkúndú-mbó,nígé,nígè,nígè  ,índígɛ̀,índígè,nígè,nìgè,,tàŋà-bógó,,,,"tárkúndéy, kɛ̀:-[bɛ̀:r-ǎ:] (""foot-big"")",,Loxodonta africana,"Mammalia, Ungulata, Proboscidea, Elephantidae",304,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,16,,,60572,,,2011,,"aardvark, 50 kg","oryctérope, « taupe »",,àwⁿá,àwⁿǎ-m\\àwⁿá,àmǎ-m,àmá,,ɔ̀wⁿɔ́,áwⁿá,ɔ̀wⁿɔ́,,àwⁿá,ɔ̌:ⁿ,xxx,àmá,ʔànná,,,ámándá,,,ámùndà,ámdɛ̀,ámɲá,àlmàndá\\àlmàndá-mbó,àmàlà,ámándá,àmàndá ,ámándá,ámándá,ʔàmbàrà,ámbárá xxx[check],,kómbè,,,hà:y-ò,mìnɛ̌y,,Orycteropus afer,"Mammalia, Ungulata, Turbulidentata, Orycteropodidae",294,,,"fauna (mammal, other)",
fauna,mammal (other),faune,mammiphère (autre),201,69,15,,,60689,,,2011,,Libyan striped weasel,,,,,,,,,,,,,,,,,,,"sɛ̀wɛ́, sɛ̀wɛ̀ gɛ́m",,,,,,,,,,,,,,,,,,,,,Ictonyx lybica,"Mammalia, Carnivora, Mustelidae, Mustelinae",230,,,"fauna (mammal, polecat/ratel)",
fauna,mammal (other),faune,mammiphère (autre),201,69,14,,,60573,,,2011,,zorilla (polecat),zorille (renard),,kɛ̀sà yá:-dígɛ̀,"ɔ̀: túwⁿɔ́-m\\túwⁿɔ́ (""chief-measure"")",gìyⁿɛ́-gɔ́mù-m,sɛ̌:,,"ɔ̀ɣɔ̀-tɛ́ŋɛ́ (""chief-..."")",tɛ́ŋɛ́,,,"téŋé, téⁿtèŋè","ɔ̀gɔ̀-tɛ́ŋɛ̀ (""chief-..."")",ɔ̀gɔ̀-té:ŋé,gàlànná,cɛ́ʔⁿɛ́,,,dùɲjùmɔ́,,,"dɛ̀bù kénné (""ratel ..."")",túmɔ̀,túmɔ́,,màyè-máyè,sɛ́njɛ́ŋgà,,tírí:ⁿ bɔ̀:rùwɛ̀,tìrí:ⁿ` bɔ́rúwɛ́,xxx,sɛ̀:dɔ̀l,,dàŋàmbɛ́,,,"kàsàl-íyà, hèyl-ù fùmb-íyà (""cat rotten-Dimin"", referring to its secretions)",,,Ictonyx striatus,"Mammalia, Carnivora, Mustelidae, Mustelinae",230,,nauseating anal secretions,"fauna (mammal, polecat/ratel)",
