Multilingual,lg family,Language (group),alternate lg (group),Language (based on native name),OfficialVillageName,Transcribed Village Name,N Lat,W Lon,lg comment,industries,weekly market,surnames,social info
,Dogon,Toro Tegu,,Toro Tegu,Tabi,tá,15.023,-2.050,,,,"Poni, Yariba, Gonoum, Gonibadi",village at northern base of Tabi mountain; originally on summit of main peak of the mountain
,Dogon,Toro Tegu,,Toro Tegu,Tandi,tálí,15.004,-2.439,,,,"Seiba, Yarba, Nasi","village at southern base of Sarinyere mountain, in plain but with some large boulders; original village on slope of mountain"
,Dogon,Toro Tegu,,Toro Tegu,Tega,té:gá,14.992,-2.068,,,,Pangasoro,village at southern base of Tabi mountain; formerly part of Toupere village on side of mountain
,Dogon,Toro Tegu,,Toro Tegu,Toupere,tùpɛ̀rɛ́,15.003,-2.084,,,,"Yamne, Koreiba, Yarba",village at southwestern base of Tabi mountain; formerly on side of mountain (later split into Toupere and Tega at base); blacksmith (Songhay from Hombori)
,Dogon,Toro Tegu,,Toro Tegu,Youna,ɲúŋúnɔ́,15.087,-2.136,mixed Dogon (Toro Tegu) and Fulfulde,pottery,,"Sountourou (sùⁿtúrú) (Dogon), Tamboura (Fulbe-Rimaibe)","village divided into a Dogon quarter and a Fulbe-Rimaibe quarter; at base of hill, formerly on slope of hill; Dogon and Fulbe-Rimaibe"
,Dogon,Yanda Dom,,Ana,Ana,ánà,14.669,-3.118,dialect of Yanda-Dom,weaving,,,village at base of mountain; abandoned former village on summit; farming and herding
,Dogon,Yanda Dom,,Yanda Dom,Ante,ànté:ⁿ,14.650,-3.167,,,,,section of Ogol-Ongo
,Dogon,Yanda Dom,,Yanda Dom,Damza,dàmzà,,0.000,,,,,
,Dogon,Yanda Dom,,Yanda Dom,Denelu,dènèlù,,0.000,,,,,
,Dogon,Yanda Dom,,Yanda Dom,Koulmal,kùlmàl,,0.000,,,,,
,Dogon,Yanda Dom,,Yanda Dom,Ogol,ʔə́wá:l,14.650,-3.167,,,,,"name of cluster of villages, see Ogol-Ongo, Ogol-Pepe, Ogol-Komaga, Ogol-Nimba"
,Dogon,Yanda Dom,,Yanda Dom,Ogol-Komaga,(ʔə̀wà:l-)kɔ́mâ:,14.637,-3.159,,,,Teli,"village out in fields away from mountain, abutting new section of Ogol-Pepe; former village on lower slope near base of mountain; school; no gardens"
,Dogon,Yanda Dom,,Yanda Dom,Ogol-Nimba,(ʔə̀wà:l-)nímbá,14.634,-3.170,,,,Teli,village in plains at base of mountain; older village on slope at base of hill still inhabited by 2 families; no gardens near the village
,Dogon,Yanda Dom,,Yanda Dom,Ogol-Ongo,(ʔə̀wà:l-)ɔ̂:ⁿ,14.641,-3.158,,,,Teli,village among boullders at bottom of slope of mountain; still inhabited old village at top of slope at the base of the cliff face; many traditional healers in older village; gardening below (see Ogol-Pepe)
,Dogon,Yanda Dom,,Yanda Dom,Ogol-Pepe,(ʔə̀wà:l-) pɛ́pɛ̂y,14.643,-3.166,,,,,"village among boulders at bottom of slope of mountain; also a new section of the village out in the fields; rock pond with crocodiles; extensive gardening in area overlapping with Ogol-Ongo (tobacco, sweet potato, onion, chili pepper, tomato, African eggplant, papaya)"
,Dogon,Yanda Dom,,Yanda Dom,Omna,komma (RB),14.650,-3.167,,,,,RB's native name matches Ogol-Komaga
,Dogon,Yanda Dom,,Yanda Dom,Togou,tógù,,0.000,,,,,
,Dogon,Yanda Dom,,Yanda Dom,Yanda-Guinedia,"gìnèndíyá, gìnàndìyá",14.641,-3.142,,,,Teli,"village at base of mountain, forming a linear cluster with Yanda-Tourogo and Yanda-Songo; abandoned older village higher up on slope"
,Dogon,Yanda Dom,,Yanda Dom,Yanda-Songo,yàn zòŋ,14.650,-3.136,,,,Teli,"village at base of mountain, forming an uninterrupted cluster with Yanda-Tourogo and Yanda-Ginedia; former village on lower slope above; farming and herding"
,Dogon,Yanda Dom,,Yanda Dom,Yanda-Tourougo,túl,14.643,-3.139,,,,Teli,"village at base  and at bottom of lower slope of mountain, in the middle of a linear cluster with Yanda-Songo and Yanda-Ginedia; still inhabited older village up higher on slope; farming and herding"
,Gur,Bomu,,,Diamana,,13.750,-4.050,,,,,
,Gur,Bomu,,,Doumankui,,13.783,-4.150,,,,,
,Gur,Bomu,,,Parako,,13.850,-4.116,,,,,
,Gur,Bomu,,,Tieparandougou,,13.866,-4.150,,,,,
,Gur,Bomu,,,Wa,,13.688,-4.400,,,,,
,Gur,Moore (Mossi),,,Koundougou-Mossi,kùndɔ̀gɔ̀ mùɲù-gɔ̀:rɔ́ [Togo Kan],13.822,-3.422,"Moore, some Fulfulde",,,"Sawadogo (Mossi), Diallo (Fulbe)",Mossi section of Koundougou village cluster; farming and herding; see also Koundougou-Wourol (separate but nearby Fulbe settlement)
,Gur,Moore (Mossi),,,Yarou-Mossi,yà:rú-mɔ̀-júŋwè:,13.974,-4.088,,,,"Bagaya, Sawadogo, Wedarago",Moore-speaking village nearly adjacent to Yarou-Plateau (Tomo-Kan speaking)
,Mande,Bozo,,Jenaama,Bima,bímá,14.906,-3.771,some Bambara speakers,,,Traoré,village in plains
,Mande,Bozo,,Jenaama,Bolimba,bòlìmbá,14.786,-3.776,,,,"Karambe (dominant), Samake, Bamani, Bakouwo, Kolbala","village at base of hill, next to Madougou; farming and herding; gardening"
,Mande,Bozo,,Jenaama,Bombori (new) (photo),,,,,,,,
,Mande,Bozo,,Jenaama,"Bombori (upper, abandoned) (photo)",,,,,,,,
,Mande,Bozo,,Jenaama,Dani Sare (photo),,,,,,,,
,Mande,Bozo,,Jenaama,Goumbo,gúmbò,14.772,-3.822,,,,Bamani,"village at base of hill; farming and light herding; extensive gardening (cassava, chili pepper, African eggplant, okra, papaya)"
,Mande,Bozo,,Jenaama,Kargue,kàrgé,14.789,-3.809,,,,"Traore, Kampo",village on lower slope and at base of hill; farming and herding; gardening; some blacksmiths
,Mande,Bozo,,Jenaama,Koko (photo),,,,,,,,
,Mande,Bozo,,Jenaama,Madougou,mà:-dúgú,14.786,-3.775,,,,"Traore, Bakouwo, Karambe","village at base of hill, next to Bolimba; farming and herding; gardening"
,Mande,Bozo,,Jenaama,Madougou near Sambere (photo),,,,,,,,
,Mande,Bozo,,Jenaama,Namague,nàmàgé,14.786,-3.788,,,,"Bakoro, Kouba, Traore, Cisse",village on slope of hill; farming and herding; mango; some new gardens (2011)
,Mande,Bozo,,Jenaama,Simina (photo),,,,,,,,
,Mande,Manding,,Bambara,Bambarawel,"bàmbàràwêl (Bambara), káká-bùgû: (Tomo-Kan)",14.166,-4.133,mixed Bambara (original settlers) and Tomo-Kan,,,,
,Mande,Manding,,Bambara,Barbe,,14.489,-4.087,,,,"Tangara (majority), Coulibaly, Guindo, Dembele, Cisse, Ongoiba","village on highway, now effectively an extension of rapidly expanding Sevare; farming and herding"
,Mande,Manding,,Bambara,Diengo,"jɔ̀ŋɔ́ (Bambara), jɔ̀ŋɔ̂: (Tomo-Kan)",14.105,-4.155,mixed Bambara (original settlers) and Tomo-Kan,,,,
,Mande,Manding,,Bambara,Somadougou,,14.285,-4.058,"Bambara now predominant, some Tomo-Kan, Fulfulde, and Bomu (Bobo)",,"Sunday, large",,town on highway
,Mande,Manding,,Bambara (Bore dialect),Bore,,15.126,-3.487,,,,Bore,village on highway
,Mande,Manding,,Bambara (Bore dialect),Doumbara,,15.073,-3.250,,,,Bore,village on highway
,Mande,Manding,,Bambara (Bore dialect),Falimbougou,,15.139,-3.459,,,,Bore,"village on highway, large pond nearby"
,Mande,Manding,,Bambara (Bore dialect),Kiro,,15.043,-3.359,,leatherworkers,,"Tangar and  Kouba (leatherworkers), Bore, Diarra",village in plains on road to Borko;history of fighting over land with nearby Dempare
,Mande,Manding,,Bambara (Bore dialect),Manko,,15.150,-3.438,Bambara and a few Fulbe (see also Some-Kiro),,,Bore,village on highway; large pond just to the east
,Mande,Manding,,Marka (Dafin),Bai,"bέ ~ bày [Tomo Kan, VD]",13.622,-3.368,"Bambara dialect called Bani Kan by Dogon, also some Tomo Kan, Bambara, Fulbe, seasonally a few Bozo fishers",,,"Togo, Guindo, Baro, Goh",large village
,Mande,Manding,,Marka (Dafin),Bouna-Bai,"bùnà-bày [Tomo Kan, VD]",13.690,-3.408,"Bambara dialect called Bani Kan by Dogon, also some Tomo Kan, Fulbe",,,Togo,village on plains
,Mande,Manding,,Marka (Dafin),Ko,,13.650,-3.750,Bambara dialect called Bani Kan by Dogon,,,,
,Mande,Manding,,Marka (Dafin),Pissa,"pìjá [Tomo Kan, VD]",13.724,-3.404,Bambara dialect called Bani Kan by Dogon,,,"Togo, Damango, Walma",village (see also Sansogou-Pissa)
,Mande,Manding,,Marka (Dafin),Sokoura,"sò-kúrá [Tomo Kan, VD]",13.505,-3.759,Bambara dialect called Bani Kan by Dogon,,,"Giré (Mossi), Yossi (Marka), Mandeka, Senou, Seri, Koulibaly, Terra, Koumaré, Konaté",large town
,Mande,Manding,,Marka (Dafin),Tira,,13.633,-3.850,Bambara dialect called Bani Kan by Dogon,,,,
,Songhay,Humburi Senni,,Humburi Senni,Barkoussi,bàrkùsí,15.258,-1.721,,,,"Maiga, Gassamba",village on ledge fairly high up on Mt Wari; originally settled from Hombori; farming and herding
,Songhay,Humburi Senni,,Humburi Senni,Bazi-Daka,bà:zí ꜜdá:kà:,15.269,-1.555,,,,"Gassamba, Maiga","small village in plains, part of Daka complex in Ouami zone; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Berbeye,bèrbèy,15.270,-1.741,,,,"Guiteye, Ganaba",village on ledge halfway up Mt Wari; originally came from Danka via Sababou Koire; farming and herding
,Songhay,Humburi Senni,,Humburi Senni,Beria,béríyà,15.406,-1.709,,,,"Meikouba, Gariko, Maiga, and Keba (Songhay-HS); a few Dicko (Fulbe); one Guindo family","village on top of hill ridge, plus school and a few houses at base of hill on plains; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Billanto,bìllántò,,,,,,"Maiga, Gariko, Traore",small village in plains; farming and herding; see also Billanto-Bella
,Songhay,Humburi Senni,,Humburi Senni,Bourgo,búrgò,15.253,-1.572,,,"Saturday, medium  (called Ouami market)",,village on main highway; seasonal lake (dries up around April) extending from here to Sori-Koira and Ouami-Bande; school for the Ouami and Tara areas; farming and herding; one family of Bozo between Bourgo and Sori-Koira (with an oven to prepare dried fish)
,Songhay,Humburi Senni,,Humburi Senni,Daka,dá:kà:,,,,,,,"name of several villages in Waami area east of Hombori; see dà:cíyà, dá:ká bìbò, bà:zí ꜜdá:kà:, sè:dú ꜜdá:kà:, dá:ká kùkò; also part of name of more distant villages near Dimamou that were settled from the Waami area, see dá:ká zìgíyà, fàrì-kòy dá:kà:"
,Songhay,Humburi Senni,,Humburi Senni,Daka-Bibo,"dá:ká ꜜbíb-ó (""... black"")",15.271,-1.554,,,,"Maiga, Gariko, Cisse, Meida;","village in plains, abutting Mokkey-Koira in Daka complex in Ouami zone;  farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Daka-Kuko,"dá:ká ꜜkúk-ó (""... long"")",15.240,-1.553,,,,"Maiga, Gariko, Gassamba, Meida, Sidibe, Diallo, Samassekou (blacksmiths); ",village in plains near large seasonal swamps;farming and herding; extensive gardens
,Songhay,Humburi Senni,,Humburi Senni,Daka-Zigiya,dá:ká-zìgíyà,15.441,-1.838,,,,Meikouba and others,"village near Dimamou on a dune elevation overlooking a forested lowland, settled from Daka area near Hombori; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Dakia,dà:cíyà (diminutive of Daka),15.274,-1.555,,,,"Maiga, Traore, Garaiba, Meida, Gariko, Ganaba, Gassamba, Cisse","village in plains, part of Daka complex in Ouami zone; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Damsasso,dàmsòsò,15.350,-1.705,,,,,village on low hill
,Songhay,Humburi Senni,,Humburi Senni,Daraoual (Darawal),dáráwâl,15.169,-1.725,,,,"Songhay: Maiga, Meikouba, Meinanga, Gassamba; Fulbe: Diallo and a few Dicko;","village in plains near large seasonal swamp;  farming and herding; extensive gardens (doum palm, date palm, cassava, tobacco)"
,Songhay,Humburi Senni,,Humburi Senni,Dimamou,dímá:mù,15.442,-1.867,"Songhay-HS majority, also some Fulankiriya and Bella",,,Maiga (Songhay majority); Dicko (Fulankiriya);,"village on a dune elevation overlooking a forested lowland (sometimes frequented by elephants), with numerous smaller satellite villages and hamlets farming and herding; school and medical center; see also Tabakara (Bella), Fari-Koy-Daka, Daka-Zigiya"
,Songhay,Humburi Senni,,Humburi Senni,Fari-Koy-Daka,fàrì-kòy dá:kà:,15.443,-1.855,,,,"Gariba, Meikouba, Gariko, Keba","village near Dimamou on a dune elevation overlooking a forested lowland, settled from Daka area near Hombor; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Galou,gàlù,,,,,,,pair of abandoned villages on northern lower slope of Mt Hombori; for original settlement see Koubel
,Songhay,Humburi Senni,,Humburi Senni,Galou-Beri,"gállù bé:rì (HS, ""... big"")",15.250,-1.605,,,,,one of two abandoned villages on northern slope of Mt Hombori
,Songhay,Humburi Senni,,Humburi Senni,Galou-Sadie,gállú-sá:jè (HS),15.250,-1.616,,,,,one of two abandoned villages on northern slope of Mt Hombori
,Songhay,Humburi Senni,,Humburi Senni,Gonta,gò:ntà,15.350,-1.671,,,,,village on hill; one of the three oldest Songhay-HS villages (others are Kelmi and Ouari)
,Songhay,Humburi Senni,,Humburi Senni,Hombori,hùmbùrì,15.273,-1.693,,goldsmiths,"Tuesday, large regional market","Maiga, Traore, others (Songhay); various (Fulfulde)","large town on highway; main village on shelf between two colossal inselbergs (Mt Hombori and Mt Waari); shops, the market, official buildings, and some new villas at base of rocky shelf on the highway; heartland of Humburi Senni (Songhay language) but many Fulfulde-speaking Fulbe; farming and herding; goldsmiths"
,Songhay,Humburi Senni,,Humburi Senni,Kalgameye,kàlgàmè,15.255,-1.601,,,,Meikouba,hamlet in plains; originally settled from Galou; farming and herding
,Songhay,Humburi Senni,,Humburi Senni,Kantakine,kàntàkìn,15.275,-1.733,,,,"Maiga, Gassamba",village on ledge halfway up Mt Wari; originally came from Guiweye; farming and herding
,Songhay,Humburi Senni,,Humburi Senni,Kelmi,kélmî,,,,,,"Gassamba and Meinanga (most common), some Maiga, Ganaba, Meida, Gariko, Kiriko, Sidibe","pair of closely spaced villages on ledges halfway up southern slope of Mt Hombori, plus Lower Kelmi on the plains below;; see Kelmi-Kontjiri, Kelmi-Ta, and Kelmi-Douri"
,Songhay,Humburi Senni,,Humburi Senni,Kelmi-Douri,dú:rì,15.237,-1.704,,,,,"Lower Kelmi, village on the plains below the two Upper Kelmi villages on the slope of Mt Hombori; school; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Kelmi-Kontjiri,kóncìrì,,,,,,,one of two Upper Kelmi villages on ledges halfway up southern slope of Mt Hombori; thought by Homborians to be full of sorcerors
,Songhay,Humburi Senni,,Humburi Senni,Kelmi-Ta,tà:,,,,,,,one of two Upper Kelmi villages on ledges halfway up southern slope of Mt Hombori; people of Kelmi-Taa considered by Homborians to be Dogon
,Songhay,Humburi Senni,,Humburi Senni,Kiri (near Hombori),cé:rî,15.284,-1.624,,,,Ganaba,small Songhay section at eastern end of Kiri-Fulbe village; farming and herding; date palms
,Songhay,Humburi Senni,,Humburi Senni,Kissim,kísîm,15.240,-1.719,,doum-palm weaving (calabash covers),,"Maiga, Toure, Gariko, Koura, Meinanga (kósèy caste); ","village mostly on lower slope of ridge connecting Mts Hombori and Wari, also some houses on plains at base; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Kobou,kóbù,15.121,-1.693,,,,Gariko (original village),village on summit of low rocky hill overlooking sandy plains; this village said to be the origin of Gariko clan; farming and herding; see also Dossou (Fulfulde speaking).
,Songhay,Humburi Senni,,Humburi Senni,Koubel,kúbêl,15.238,-1.669,,,,Meikouba,"village on lower slope of Mt Hombori; said to have been settled from Tera in Rep. of Niger, one brother coming to Koubel and the other to Galou (abandoned village on Mt. Hombori slope); well-known small mosque beside the village, said to have mysteriously appeared one day, now a destination for Muslims who make wishes there"
,Songhay,Humburi Senni,,Humburi Senni,Mokkey-Koirey,mókk-èy kóyr-èy,15.273,-1.553,,,,Cisse,"village in plains, abutting Dakia and Daka-Bibo in Daka complex of Ouami zone; inhabited by a well-known Muslim holy man and his followers; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Narki,nárkî,15.350,-1.721,,,,,village on low rocky shelf
,Songhay,Humburi Senni,,Humburi Senni,Oualam,wálàm,15.224,-1.757,,,,,satellite hamlet for Oualam
,Songhay,Humburi Senni,,Humburi Senni,Oualam (satellite hamlet),wálàm,15.238,-1.740,,leatherworkers (kósèy caste),,"Maiga, Toure, Meikouba, Meinanga (kósèy), Sako (Sarakole-Marka)","village mostly on lower slope of Mt Wari, remainder on plains at base; kósèy caste of leatherworkers are involved in circumcisions and play drums at coronations; Sako are of Sarakole ethnicity, locally called Marka"
,Songhay,Humburi Senni,,Humburi Senni,Ouami (Waami),wá:mî,,,,,,,"general name for an area east of Hombori with numerous villages and hamlets, mostly speaking Songhay-HS  see Daka, Bourgo, Kalgame, Ouami-Bande, Sori-Koira, Ouma), also some Fulankiriya (see Sokodie)"
,Songhay,Humburi Senni,,Humburi Senni,Ouami-Bande,wá:mí bàndè,15.251,-1.574,,,,,"small village in plains in Ouami zone, along pond that stretches between from Bourgo; farming and herding; some gardens"
,Songhay,Humburi Senni,,Humburi Senni,Ouari (Wari),wà:rì,15.271,-1.723,,some leatherworkers (kósèy caste),,"Maiga, Meinanga (kósèy caste), Guindo",village on ledge fairly high up on Mt Wari (elevation 1577 feet); one of the three oldest Songhay villages of the Hombori zone (others are Gonta and Kelmi); people rather secretive about village history; Hombori people consider villagers of Ouari to be Dogon (citing the name Guindo); farming and herding
,Songhay,Humburi Senni,,Humburi Senni,Ouma,úmâ,15.239,-1.559,,,,"Maiga, Garibou, Diallo, Dicko","village in plains, part of Ouami zone; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Seydou-Daka,sè:dú dá:kà: (Seydou = man's name),15.269,-1.555,,,,"Maiga, Gariko, Gassamba, Dicko","small village in plains, part of Daka complex in Ouami zone; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Sori-Koira,sórí kòyrà (Sori is a man's name),15.253,-1.573,,,,,"small village in plains in Ouami zone, along pond that stretches between flanking villages Bourgo and Ouami-Bande; farming and herding; some gardens"
,Songhay,Humburi Senni,,Humburi Senni,Tara,tà:rà,15.250,-1.584,,,,"Meida, Meikouba",village in plains in Ouami zone; farming and herding
,Songhay,Humburi Senni,,Humburi Senni,Toundourou,tùndùrù,,,,,,,"cluster of three closely spaced villages on the lower southern slope of Mt Hombori, see Toundourou Zemey-Koira, Toundourou Banggou-Bande, and Toundourou Beri; date palms, school"
,Songhay,Humburi Senni,,Humburi Senni,Toundourou Banggou-Bande,"bàŋgù bàndè (""near the well/pond"")",15.241,-1.703,,doum-palm weaving (calabash covers),,Maiga,"village on lower slope of Mt Hombori, between Toundourou Zemey-Koira and Toundourou Beri; farming and herding"
,Songhay,Humburi Senni,,Humburi Senni,Toundourou Beri,"tùndùrù bé:rì (""... big"")",15.241,-1.704,,doum-palm weaving (calabash covers),,Seiba,village on lower slope of Mt Hombori; farming and herding; Seiba of Karakole ethnic origin
,Songhay,Humburi Senni,,Humburi Senni,Toundourou Zemey-Koira,"zèm-èy kóyrà (""blacksmiths' village"")",15.240,-1.702,,blacksmiths,,"Maiga, Gassamba, Meinanga, Gariko (Songhay); Samassékou and Tiam [cam] (blacksmiths)","village on lower slope of Mt Hombori; pottery, doum-palm weaving (calabash covers); farming and herding; date palms"
,Songhay,Humburi Senni,,Humburi Senni,Wawasi,wàwásì,15.286,-1.726,,,,Maiga,"small village on plains near Mt Wari, settled from Kantakin; farming and herding"
,Songhay,Koyraboro Senni,,Fulankiriya,Amba (Foulankiriya),,15.056,-3.589,,,,,small satellite to main Amba village settled by Fulankiriya
,Songhay,Koyraboro Senni,,Fulankiriya,Bani-Banggou,bá:nì-báŋgù,15.406,-1.709,,,,,Fulankiriya hamlet; mostly herding
,Songhay,Koyraboro Senni,,Fulankiriya,Daroouwal,,15.017,-2.117,,,,,Fulankiriya hamlet near Mt Tabi; mostly herding
,Songhay,Koyraboro Senni,,Fulankiriya,Losoga,loso:ga,15.303,-1.842,,,,Dicko,"Fulankiriya village in small sections, in plains at base of a low hill ridge; numerous outlying satellite hamlets; cattle herding and some farming"
,Songhay,Koyraboro Senni,,Fulankiriya,Samangolo,"samaŋgolo (Fulankiriya), sàmáŋgòlò (HS)",15.353,-1.789,,,,Dicko,"village in rolling sandy plains near seasonal swamps, with satellite hamlets; mostly cattle herding"
,Songhay,Koyraboro Senni,,Fulankiriya,Samangolo (satellite hamlet),"samaŋgolo (Fulankiriya), sàmáŋgòlò (HS)",15.343,-1.775,,,,,"satellite hamlet of Samangolo, in rolling sandy zone in plains; mostly cattle herding"
